id,limit_bal,sex,education,marriage,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
1948,20000,1,2,2,23,16994,18105,19504,19974,11548,10784,1700,2000,1011,300,216,0
1949,30000,1,2,2,24,26931,27791,28792,29121,29368,13174,1598,1599,928,600,627,1500
1950,140000,1,3,1,35,136324,138438,0,0,0,0,5407,0,0,0,0,0
1951,230000,2,1,2,53,0,742,0,0,596,4870,742,0,0,596,4870,0
1952,50000,1,2,1,31,51319,52214,50260,32502,27697,25940,5000,2300,1100,1000,1000,1500
1953,50000,2,3,2,35,33507,32401,7087,7227,7378,7527,1108,1118,258,267,271,1147
1954,20000,2,1,1,34,5048,6797,9489,11349,14176,15616,2000,3000,2000,3000,3000,3000
1955,200000,2,2,1,43,2893,0,230,2059,0,0,0,230,2059,0,0,0
1956,180000,1,2,2,30,10000,10000,10970,12786,10300,10000,10000,10970,12786,10300,10000,11080
1957,50000,1,2,2,28,28864,30090,31282,33350,32682,33385,2000,2000,2900,0,1400,1600
1958,200000,2,2,2,46,120343,121198,123834,136629,139504,142269,4342,4593,14955,5143,5166,5349
1959,90000,2,2,2,30,75620,75382,73980,75036,77094,75708,3300,3350,3300,5500,1600,3950
1960,90000,2,1,2,28,38355,39413,41181,41701,44000,45651,1700,2404,1500,3000,2500,600
1961,80000,2,3,1,39,715,2012,3550,7529,0,3228,2012,3550,7529,0,3228,0
1962,200000,2,2,2,26,26179,26643,23524,23788,26089,25908,4022,3000,3000,4092,1000,3000
1963,360000,1,1,2,30,14409,3540,500,500,0,1191,3540,500,500,0,1191,0
1964,220000,2,1,1,36,215979,210475,216513,196219,200117,204312,7800,9639,7123,7162,7419,7462
1965,30000,2,2,1,51,10874,11896,12906,13162,13438,13705,1205,1215,471,488,491,508
1966,60000,2,2,2,28,48322,51587,52664,53059,51468,54511,4692,2500,2000,0,4019,0
1967,130000,1,2,2,25,126454,128179,75525,76862,6131,27117,4252,3000,1537,10000,21300,651
1968,70000,2,1,2,29,44594,45588,46540,47378,46490,47758,2000,2000,1900,0,2200,3600
1969,90000,2,1,1,29,42815,41826,45136,46098,45059,79127,0,4000,2000,0,35000,3000
1970,20000,2,1,2,29,15037,16078,17210,18098,18843,19586,1600,1700,1500,1000,1000,500
1971,150000,2,2,1,49,4016,5115,3425,1334,2117,1098,5119,1002,1336,2119,1098,757
1972,10000,1,2,1,29,9406,9968,9385,5163,780,0,3009,2000,2009,0,0,0
1973,280000,1,2,2,30,106907,110550,113877,115223,116930,112607,6900,6600,4700,5100,0,4200
1974,110000,1,2,2,32,2308,101780,50815,46147,39769,9353,101780,1501,1100,1000,2000,41644
1975,480000,2,1,1,38,384150,392013,361178,305024,289379,295768,15000,16000,12008,11000,11000,11000
1976,30000,1,3,2,25,1211,-50,-440,-830,-1220,-1220,0,0,0,0,0,2000
1977,70000,2,2,2,34,64913,63387,58840,56431,56859,54449,3000,0,2000,4219,1700,323
1978,150000,1,4,1,41,78354,69250,69790,71535,73131,72502,2507,3001,3001,3013,3133,3000
1979,100000,2,3,2,49,85438,89125,93751,13700,15474,17211,5105,10000,2000,2000,2000,2000
1980,50000,2,3,2,50,47405,50138,25768,26142,26771,27175,4130,0,1100,1200,1000,1100
1981,20000,2,2,1,25,11202,12228,12738,11207,6720,5071,1500,1005,0,511,1283,0
1982,30000,1,2,1,34,28893,26807,27942,27179,27385,28943,2000,2000,940,1000,2000,2000
1983,490000,2,3,1,54,396,396,361,7530,396,396,396,361,7600,396,396,396
1984,100000,1,3,1,56,390,390,0,780,0,0,390,0,780,0,0,0
1985,140000,2,1,1,48,5349,2210,5472,0,544,0,2216,5472,0,544,0,0
1986,150000,2,2,2,40,8482,3493,4724,5749,345,349,3514,4724,5749,345,349,24026
1987,380000,2,1,1,36,3744,20334,8499,53235,101439,34579,20498,8549,53471,101785,117,32347
1988,130000,2,1,2,27,19486,52960,26491,19038,22297,25986,35000,10048,8000,5000,6000,8000
1989,530000,1,1,1,35,339912,335081,333120,304353,282876,288945,12188,12639,11123,9600,10028,16947
1990,290000,2,1,1,34,93844,97708,103066,104864,110151,115297,6000,7000,5000,7000,7000,7000
1991,150000,1,2,2,27,12593,39494,33616,24519,10656,30168,38018,1203,41,2587,31382,11027
1992,50000,2,1,1,57,45608,44619,44856,32461,49916,29117,0,1600,871,30347,0,0
1993,50000,1,1,2,26,15329,16575,17496,17907,18375,11400,1500,1500,1000,1000,1600,0
1994,90000,2,2,1,35,84681,81491,81003,68764,67957,69313,3666,3914,2774,2620,2640,3000
1995,20000,1,2,2,32,15121,15424,15468,11082,11303,10768,1700,1488,1172,393,415,616
1996,200000,2,1,2,33,6421,846,4292,0,0,0,1064,4974,0,0,0,0
1997,350000,1,1,2,34,259524,213822,220211,225601,105586,111276,8432,9000,9500,10000,7000,10000
1998,10000,1,1,1,48,8594,7421,8145,9000,9000,0,0,2000,2000,0,0,0
1999,30000,1,2,2,39,25999,25305,24624,23930,28807,27781,0,0,0,5288,0,0
2000,270000,2,3,1,43,46107,42151,40546,36822,31700,29133,1700,1700,1500,1100,1200,1200
2001,130000,2,2,2,33,127781,122319,107674,89780,90625,90492,4700,3500,3200,3200,3300,3100
2002,60000,2,2,1,49,61093,57227,32091,32792,31277,29512,1739,1791,2378,0,1092,3554
2003,90000,2,3,2,35,101106,96216,89964,29802,29174,26111,4208,4022,686,753,740,5034
2004,200000,2,2,2,36,193083,195259,196120,168814,163509,172037,9000,8993,7503,6000,11300,6103
2005,360000,1,1,1,57,2505,4070,3307,0,380,2566,4070,3307,0,380,2566,166
2006,360000,1,2,3,38,176,252,0,0,0,0,252,0,0,0,0,0
2007,40000,2,2,1,27,11310,10842,12896,14675,17265,17974,0,2554,2000,3000,1000,3000
2008,50000,2,2,2,24,14814,9631,36631,29150,0,0,10755,36671,583,0,0,0
2009,20000,1,2,2,34,17650,18740,18373,18768,19315,20836,2500,1000,1000,1000,2000,0
2010,60000,1,2,1,31,22219,140,0,0,0,0,140,0,0,0,0,0
2011,50000,1,2,2,49,59236,53689,48551,34656,18077,18815,2000,2124,2047,5618,1000,2000
2012,50000,1,2,2,38,15116,14876,17325,16754,17175,17588,300,3000,0,1000,690,650
2013,150000,2,1,2,28,893,2300,0,0,2222,0,2300,0,0,2222,0,0
2014,200000,2,2,1,48,1002,0,490,902,0,0,0,490,902,0,0,0
2015,150000,1,2,2,28,129151,101260,94545,93810,82668,64924,3501,3516,3003,2578,2300,2300
2016,350000,2,1,1,41,5037,14994,3101,17321,-22,4443,15069,3116,17414,0,4465,9434
2017,100000,1,1,1,31,30505,31509,32597,33520,28930,30478,1509,1597,1520,1500,2000,26715
2018,30000,1,2,2,27,29956,28469,58384,29553,29933,30000,0,2000,30000,1000,1000,0
2019,150000,1,1,1,35,165441,160292,153981,129725,103050,54447,7300,6100,5100,4200,1900,1600
2020,50000,1,2,2,45,20638,19834,19387,22574,20483,20121,1314,1340,5000,0,729,793
2021,110000,1,2,2,27,103550,105089,107164,105988,108617,103497,6000,6000,4000,5000,4000,4000
2022,500000,2,1,1,33,1569,1379,1800,0,0,4012,0,1800,0,0,4012,0
2023,200000,1,1,2,31,6618,6777,7957,4667,76187,74900,1900,3008,3500,73000,2700,3800
2024,60000,2,2,1,57,20866,22131,22685,24938,25085,28862,2000,2000,2950,926,4600,0
2025,210000,2,2,2,32,1952,2787,6316,6504,326,89599,1526,4000,514,326,89599,3292
2026,380000,2,1,1,31,225905,225515,227387,197959,194710,199300,11000,9000,15000,0,8000,8000
2027,10000,2,2,2,26,6346,7364,8374,8540,8719,8905,1129,1139,305,316,331,303
2028,120000,2,2,1,42,94218,95129,172957,85332,87103,71237,3415,3002,3177,3271,2702,2620
2029,10000,2,1,2,27,499,0,0,0,0,0,0,0,0,0,0,0
2030,240000,2,2,2,36,1000,0,0,0,0,0,0,0,0,0,0,0
2031,160000,2,3,2,35,92509,88281,80435,79969,77108,76579,3472,3604,2972,3000,2228,2201
2032,50000,1,2,2,24,59197,55551,54083,50000,10135,9952,2000,0,1000,10135,358,403
2033,100000,1,2,2,25,86098,85014,86735,87321,82289,83850,3200,3155,3504,3001,3301,2839
2034,30000,1,2,2,24,12800,0,0,90,-40,-3000,0,0,90,0,0,10400
2035,300000,2,3,1,31,331,331,331,331,-1,199,332,332,332,0,200,0
2036,10000,1,3,2,24,5530,5792,6050,5808,5569,5876,500,500,0,0,400,364
2037,170000,2,3,2,26,63977,63630,51986,90196,50464,48282,2550,0,3500,3000,2001,3000
2038,50000,2,2,1,28,48198,45579,43670,16643,10021,9833,2195,1978,1144,341,345,510
2039,90000,2,2,2,23,87727,89402,88118,87852,49042,49251,3160,3688,4559,1665,1707,1807
2040,90000,1,1,2,27,21506,18304,15783,16815,17236,17807,1600,2000,1600,1000,1000,1000
2041,260000,1,2,1,42,246,246,246,246,246,246,246,246,246,246,246,246
2042,290000,1,2,2,38,72607,1995,2791,4644,2936,2245,2003,2803,4680,2956,2254,1811
2043,200000,1,1,1,52,2343,3943,1443,1443,1443,1443,3943,1443,1443,1443,1443,1443
2044,30000,2,2,1,52,27101,30360,28002,23879,4178,0,4110,94,1879,84,0,0
2045,60000,2,2,2,22,52126,52707,47939,29351,28128,27811,2030,0,1014,1001,1020,1142
2046,500000,2,3,2,44,206766,196931,190584,124514,211301,200525,20077,20972,5045,100055,10018,10197
2047,90000,2,3,1,25,80603,73487,70581,67336,67069,67890,2827,2370,2300,2300,2700,2700
2048,120000,2,2,1,50,81979,82726,85390,91549,92754,94722,3000,4000,7600,3600,3600,3600
2049,140000,2,1,2,28,47547,55621,54174,54599,53124,54393,9532,0,1900,0,2124,2427
2050,30000,2,3,1,56,29261,29960,28316,28966,29542,30163,1500,1790,1440,1016,1055,1188
2051,20000,2,2,3,47,17624,18342,17750,18102,18485,19175,1300,0,647,674,1000,582
2052,300000,2,2,1,33,279065,273067,278910,283920,253113,246560,0,10638,10569,8809,8883,9960
2053,210000,2,2,1,47,2295,561,2607,3586,3676,4095,566,2617,3591,3680,4095,8699
2054,160000,2,1,2,29,0,368,0,850,763,0,368,0,850,763,0,1381
2055,310000,2,3,2,28,240846,220845,179260,116798,109647,114745,10500,7809,10000,10000,10334,10000
2056,140000,2,2,1,27,125792,126771,132730,124689,105447,106704,5000,10000,5000,5000,5000,5000
2057,30000,1,2,2,24,21788,22832,23473,22798,24420,23889,1700,1300,0,2000,0,2001
2058,80000,1,2,2,30,79949,65416,45991,47229,48468,49490,2500,2000,2000,2000,1826,2000
2059,20000,2,2,2,23,16674,19162,18534,18304,18473,0,22362,0,8200,369,0,0
2060,230000,2,2,1,46,4328,1518,1958,368,1613,1371,1518,1972,368,1613,1371,752
2061,200000,2,2,1,45,144249,144423,139978,126213,93788,94875,6097,8039,5112,5000,5008,4019
2062,150000,2,2,2,27,573,0,220,693,0,0,0,220,693,0,0,0
2063,360000,1,1,2,38,1800,2410,2722,2961,2669,2054,2413,2738,2969,2677,2060,2071
2064,280000,2,2,1,56,284204,284041,283396,213294,213384,213604,10261,17003,7657,7750,7861,8083
2065,150000,2,3,1,26,92802,91166,99655,100000,0,0,7500,10000,2000,0,0,0
2066,20000,2,3,2,40,18244,17670,17105,18335,10415,8526,0,0,2001,3000,3000,3000
2067,130000,2,3,1,48,46206,46396,43812,42132,44190,44636,3000,3000,3000,4000,4000,3000
2068,140000,2,2,2,50,128949,133778,131241,25994,25769,24552,7000,6000,3000,5000,4000,6000
2069,50000,1,3,2,60,46362,47393,48631,49143,27709,27549,1800,2000,1500,1000,1200,1100
2070,210000,2,2,2,24,108491,111046,110716,97168,94524,96777,5800,3700,3505,3400,3769,3229
2071,140000,2,2,2,27,119692,91710,91744,70832,70768,71755,5000,8000,0,8000,3000,0
2072,230000,2,2,2,41,38975,35294,39295,38459,40242,42495,5000,5000,5000,3000,5000,3000
2073,160000,2,3,1,36,170,1062,0,0,0,0,1062,0,0,0,0,0
2074,400000,2,2,2,43,15000,18400,15000,492,14926,7626,18400,15000,492,15000,7725,3000
2075,50000,2,2,1,50,21956,20439,20691,17081,16234,16330,2000,1306,1206,1000,697,532
2076,200000,2,1,2,43,0,2112,723,150,150,2478,2112,981,150,0,2478,5377
2077,360000,2,1,1,30,323,1986,196,2855,0,463,1986,196,2855,0,463,430
2078,410000,1,2,1,37,4339,1695,17106,9600,2052,3829,1815,17106,9600,2052,3829,3400
2079,80000,1,2,2,39,55084,51265,47950,48869,49445,49979,3012,2100,2001,2001,2000,1782
2080,310000,2,2,2,27,60692,63668,68612,73441,123966,127957,4000,6000,6000,52000,6000,5500
2081,20000,2,2,2,25,19223,18206,19195,38040,20009,20138,1293,1397,836,1653,565,206
2082,210000,2,1,2,30,52771,64767,57527,56655,50745,53269,44767,10000,2655,5745,3269,1500
2083,50000,1,2,1,32,50564,49710,0,50551,40590,39384,2686,0,50551,0,1600,1500
2084,30000,2,1,1,41,15636,4542,4075,3668,0,0,2000,1000,1000,1000,1800,0
2085,110000,1,3,2,44,102274,103275,105225,83722,78894,74659,3734,3653,2914,2627,2624,4138
2086,130000,2,2,2,25,4393,4178,10018,5353,5465,4559,0,6000,0,173,326,80
2087,140000,1,1,1,57,108660,105504,113177,113622,116396,115826,0,10970,3805,4747,1932,8337
2088,50000,1,2,2,39,48803,48808,20131,19940,390,540,1487,1200,399,390,540,390
2089,270000,1,2,2,26,214277,199757,198551,201945,203636,205104,10000,7500,8000,7409,7869,10035
2090,70000,2,1,2,50,64315,58564,56741,25172,29186,25430,3000,10032,8000,5139,1000,1000
2091,140000,2,2,2,27,28332,27464,-1116,90558,92530,83880,0,28,92000,3800,3600,2604
2092,180000,2,3,1,26,32023,20233,0,0,0,0,10000,0,0,0,0,0
2093,60000,2,1,2,33,1242,0,4028,59334,54526,58575,0,4028,56626,2100,5000,2000
2094,20000,1,2,2,25,390,390,1128,19780,0,0,390,1128,19780,0,0,0
2095,20000,1,3,1,46,11325,12654,13659,13635,13922,14689,1519,1524,500,507,1000,500
2096,20000,1,2,1,35,17584,19819,11280,3680,4480,1650,3013,1005,1000,3000,1650,0
2097,240000,2,1,2,33,5000,0,5000,0,254,9366,0,5000,0,254,9366,1150
2098,200000,2,1,2,31,4938,2277,1209,0,1440,0,2286,2712,0,1440,0,0
2099,50000,2,1,2,23,15512,2552,13890,2545,15688,3088,2552,13914,2545,16508,3088,0
2100,240000,2,1,2,29,358,176,0,540,100,2600,176,0,540,100,2600,704
2101,190000,1,1,2,32,5484,6192,4988,3440,3341,3228,2450,0,200,1000,1000,1000
2102,200000,1,2,2,32,9249,9362,11109,9471,11132,9633,9363,11119,9473,11140,9636,23635
2103,20000,2,3,1,54,14381,16174,18210,19335,19715,20249,2350,2300,1721,1000,1000,1000
2104,360000,2,1,1,55,2334,37570,5102,15701,7771,10615,37570,5102,15701,7771,10615,10068
2105,10000,1,3,2,41,4520,3483,6862,8727,8148,8640,2000,4946,2000,1000,1000,1000
2106,240000,1,1,1,60,184427,188583,191992,185383,179565,92788,7001,6180,6000,5951,5285,192557
2107,80000,1,2,2,25,45113,26796,19100,14600,9000,2000,1456,1200,0,0,2000,5500
2108,430000,2,2,2,29,75249,77754,79822,81859,83844,86082,3754,3322,3359,3344,3582,3623
2109,10000,1,2,2,22,7960,9649,8518,8628,9293,5033,2000,1000,500,1500,0,2500
2110,160000,1,1,2,25,898,2686,170,1363,10484,12455,2000,0,1363,11422,12455,24262
2111,50000,2,2,1,24,48700,47544,47612,48713,49295,49916,2401,2440,2396,1368,1401,1807
2112,170000,2,3,2,44,0,0,0,0,0,0,0,0,0,0,0,0
2113,500000,2,1,2,39,51,-8,-8,10362,21905,23717,0,0,10370,15000,10000,4311
2114,240000,2,2,2,30,226315,231582,226909,135626,138520,141280,9100,9859,4147,3691,3700,3729
2115,30000,1,2,2,28,25198,25988,27107,27450,29193,27372,1500,1600,1000,2100,1400,500
2116,80000,2,2,1,28,0,146,1000,2525,1498,499,146,1006,2525,1504,1,649
2117,130000,2,2,1,48,23575,17719,12167,6500,6788,6887,1300,1200,1000,6788,6900,13041
2118,80000,2,1,2,27,80000,0,0,0,0,0,0,0,0,0,0,0
2119,30000,2,3,1,56,17643,18564,17969,20645,21666,21170,1500,0,3000,1500,0,1900
2120,240000,2,1,1,51,4302,542,3934,6630,6817,7658,546,3953,6646,6865,7673,4208
2121,440000,2,1,1,37,5302,13333,686,-414,2736,12586,13333,1383,0,3150,13000,5500
2122,400000,2,2,1,37,2218,13181,4039,10692,18692,19565,13256,4039,10692,8000,9000,1000
2123,140000,2,1,2,26,131863,136170,139270,137548,96340,94201,6500,6799,5100,3300,3400,7461
2124,210000,2,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0
2125,210000,1,2,2,31,189650,127111,93208,88223,84175,80305,5000,4200,3100,3000,3100,3000
2126,50000,2,2,2,23,35454,33824,28528,28102,25574,26524,1901,1900,1050,1000,2000,2500
2127,10000,1,2,2,24,6496,6246,8965,8672,9525,9228,0,3000,0,1000,0,800
2128,100000,2,2,1,38,36414,37516,38622,37706,38148,40630,2000,2000,0,1369,3100,0
2129,340000,1,3,1,36,362178,303611,92112,75710,63870,52671,10116,3300,5000,10000,10000,30000
2130,440000,1,1,2,33,2976,16911,5945,17165,1176,18377,16911,5945,17165,0,18377,1759
2131,500000,2,1,2,31,1779,644,1138,643,628,905,644,1138,643,630,905,3111
2132,50000,2,3,1,46,33100,32319,31499,30748,30162,30016,0,0,0,0,3100,798
2133,40000,1,1,2,27,11058,11471,11776,12660,12660,12413,2000,1500,2330,2300,1000,2078
2134,240000,2,2,2,32,132252,135069,136408,139192,142111,145165,6500,5000,5057,5239,5500,5000
2135,10000,1,2,2,22,10160,9860,9565,9265,11951,12189,0,0,0,3000,1000,0
2136,60000,1,2,2,24,836,836,6842,4603,3884,760,836,6842,1000,117,760,10038
2137,320000,1,2,1,36,154188,14512,303265,310715,318340,268942,5000,300000,14000,15000,12000,10000
2138,50000,1,2,2,28,39103,40142,41462,42130,43011,43863,1667,1987,1655,1710,1719,1616
2139,80000,2,2,1,35,78317,71421,59564,56592,52766,48208,9,2203,3006,3005,2005,2000
2140,110000,1,2,1,35,103750,102437,97005,83998,79376,79816,3759,3409,2905,2778,2862,3500
2141,120000,2,2,2,23,7945,3077,700,268,632,8815,1000,1200,200,632,8815,8400
2142,20000,2,3,2,24,5103,3773,10132,4818,0,0,3773,10139,4830,0,0,1960
2143,140000,1,1,2,28,933,1768,3169,5041,389,3065,1768,3169,5041,389,3065,1112
2144,100000,2,1,2,36,0,780,0,0,0,0,780,0,0,7600,0,0
2145,290000,1,1,1,53,279610,282024,282508,284660,255892,238266,13000,10200,10265,8803,8300,8546
2146,200000,1,2,1,38,185471,189921,193731,189136,191335,202780,9000,8300,0,6800,14500,0
2147,190000,2,2,1,34,139569,101823,100209,85218,112672,76224,4500,40000,25000,35000,2897,20000
2148,180000,2,3,2,30,1730,6792,0,3180,2682,0,6792,0,3180,2682,0,5593
2149,80000,2,2,1,35,30997,32043,31250,34109,34802,34108,1852,0,3711,1550,0,1400
2150,90000,1,2,2,32,88903,34000,0,0,0,0,7000,0,0,0,0,0
2151,150000,2,2,2,50,7890,8958,780,7500,0,0,8958,780,7500,0,0,0
2152,40000,2,2,1,24,25618,26701,30421,29633,31548,30889,1800,4500,0,2400,0,3000
2153,310000,1,2,2,30,167,-223,780,0,0,291,0,1003,0,0,291,173
2154,260000,2,2,2,26,164351,164244,158124,62373,746,-45734,7000,5115,2000,746,5025,54836
2155,240000,2,2,1,37,1769,842,14015,0,1317,566,0,14015,0,1317,0,0
2156,200000,2,2,1,39,80833,79100,70764,71629,70805,70718,3315,3088,2572,2559,2526,2620
2157,50000,1,2,2,27,26380,26439,-200,-200,-200,-200,1000,0,0,0,0,0
2158,430000,2,1,2,27,389,389,389,383,1462,389,390,390,384,1469,390,390
2159,90000,2,2,2,24,83590,84960,85744,79963,70021,70853,3200,3110,4677,3200,2500,2500
2160,100000,2,1,2,26,0,0,0,0,0,0,0,0,0,0,0,150
2161,50000,2,1,2,43,42627,39610,26538,20818,19759,17907,1610,1279,687,690,671,506
2162,250000,2,1,2,36,2200,0,0,124832,7984,1500,0,0,124832,7984,1500,12674
2163,300000,1,1,2,38,390,390,390,374,284,1064,390,390,374,300,1170,1170
2164,50000,1,2,2,24,53890,54084,52026,51899,50836,47828,2200,0,1800,105,2300,1600
2165,150000,2,3,2,52,5678,3608,694,-6,2266,1601,1010,696,0,2272,1605,3027
2166,360000,2,2,2,33,7157,8446,9034,8340,3144,0,2000,1501,1000,900,0,0
2167,360000,2,2,2,25,442,442,442,442,434,442,444,444,444,436,452,886
2168,20000,2,2,1,34,17625,14841,492,23150,17883,7729,1019,990,23965,371,7738,3638
2169,50000,1,3,1,41,54090,52955,51847,50307,27707,28479,0,0,0,0,974,31100
2170,80000,2,3,1,41,3482,2946,1524,2946,1473,0,1000,1524,1473,1473,0,390
2171,360000,1,2,1,39,29814,22699,16866,13618,5000,8000,1333,2500,5000,2000,8000,5000
2172,20000,1,3,1,37,18629,19202,20459,19493,17289,17684,21473,1576,2000,600,1000,700
2173,220000,1,1,2,31,5254,5868,8708,4078,5365,4055,5000,3040,3520,5371,20,0
2174,70000,2,3,1,40,14896,0,0,0,0,0,0,0,0,0,0,5704
2175,310000,2,1,1,32,141203,84594,66624,48213,144758,601,7000,5500,4000,100000,601,360
2176,70000,2,1,2,48,62319,65102,63529,61778,42092,36751,6000,4000,3000,5000,5000,2000
2177,50000,1,1,2,46,49386,49487,50401,49148,30036,29873,2000,2500,2040,2000,1037,2000
2178,110000,2,2,2,29,113003,113269,110078,112466,111094,109243,5837,5454,5707,4156,4123,4368
2179,10000,1,2,1,30,390,0,780,0,0,0,0,780,0,0,0,0
2180,50000,1,2,2,25,19775,21679,18566,19918,19584,18508,3800,0,2000,1500,1000,2000
2181,130000,2,1,2,30,9123,8830,9533,10220,10353,10636,0,1000,1000,600,600,400
2182,80000,2,3,2,65,84985,84247,81619,30095,20639,7849,4000,2048,1300,1700,401,180
2183,110000,1,2,2,36,109345,111980,111563,106625,48631,49724,4400,4200,4406,1800,1900,1900
2184,40000,2,1,2,29,35735,29772,23602,0,0,0,2017,1206,0,0,0,0
2185,10000,2,1,1,37,7600,8473,8793,9106,7792,7500,3000,3000,3014,3000,3000,7589
2186,350000,1,1,1,39,3948,4368,5339,0,0,0,2184,10678,0,0,0,0
2187,360000,2,2,2,25,336179,173781,161223,145172,131346,134135,6781,7226,5032,5346,15003,15011
2188,20000,2,1,1,23,11862,11259,12482,10528,9293,17099,1300,1446,500,500,8000,1000
2189,400000,1,1,1,38,36838,26214,16199,3320,111353,103569,65,3383,20,112679,3699,3567
2190,30000,1,1,2,28,23837,24948,25611,29245,28686,26549,1800,1400,4000,0,2631,500
2191,50000,1,1,2,23,27101,26431,14109,9417,9952,9165,88,12,473,825,323,10000
2192,50000,1,3,2,46,5942,5444,2464,2521,-1,167,1056,1000,57,0,168,1002
2193,300000,2,2,2,26,29300,18988,6893,49379,49161,50646,1214,2000,49379,1500,2000,15000
2194,50000,2,1,2,25,45342,44719,40002,38008,31898,20154,2000,5040,8034,3029,5000,49436
2195,50000,1,2,2,22,50781,45429,28927,19896,19475,19168,41,1617,816,1003,1004,912
2196,50000,1,2,1,40,50066,47636,9762,8620,9303,8693,1450,1500,400,1000,1000,2000
2197,180000,2,2,2,28,8689,6750,9893,2690,0,0,3000,3968,2690,0,0,5400
2198,50000,2,2,1,31,4468,0,0,0,3251,3484,0,0,0,3251,274,500
2199,110000,2,2,2,23,19980,20683,21654,21998,23255,24527,2500,2000,1400,2000,1800,1100
2200,160000,2,1,2,29,14023,14224,101479,101454,102861,103921,1450,101505,3600,3700,3800,3500
2201,20000,2,2,1,43,28447,27721,27009,27170,26295,34171,0,0,924,0,9648,2000
2202,50000,1,2,1,50,3526,-4,1473,2517,1217,4459,0,1477,2524,1320,4572,2206
2203,40000,2,3,1,49,35771,34896,39322,38319,39531,40224,0,5000,0,2000,1400,2000
2204,120000,2,2,1,35,2415,11837,9754,24007,22299,31576,9886,0,20000,0,10000,0
2205,90000,2,2,2,23,18168,17593,19492,18884,21410,21841,0,2500,0,3000,930,0
2206,20000,2,2,1,43,19295,19639,18541,19059,19757,19913,1295,1309,1602,1300,600,400
2207,100000,2,1,2,28,10886,11697,14479,10775,10998,12655,1300,3005,0,700,2000,1500
2208,30000,2,2,2,24,16704,18121,19030,19424,18818,23307,2000,1500,1000,0,5000,2000
2209,580000,2,1,1,31,484798,475282,485511,488800,500723,511905,19000,20036,20000,20000,20056,16987
2210,60000,2,2,1,24,34708,33866,33041,35284,31602,32221,0,0,2900,0,1200,1409
2211,50000,1,1,2,27,7010,9876,11115,12915,14415,0,3000,1500,2000,2000,0,0
2212,470000,1,2,2,31,78833,80562,82718,85334,87948,90479,3000,3500,4000,4000,4000,4200
2213,50000,1,1,2,28,31170,20413,13738,6326,1452,1612,2005,1206,1000,600,500,1000
2214,220000,2,2,1,37,194640,189976,189665,171669,167294,172042,0,15510,0,5500,7250,6500
2215,80000,2,3,2,27,84718,82861,80581,51537,51381,48866,0,0,0,1790,1890,1740
2216,180000,2,1,2,38,184650,0,0,0,0,0,0,0,0,0,0,0
2217,10000,1,2,2,27,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700
2218,100000,1,3,2,26,30627,31894,33049,33112,0,715,2326,2000,1300,0,715,0
2219,50000,1,2,2,25,42883,47887,46836,45785,47003,48085,6000,0,0,2100,2000,0
2220,180000,1,1,2,29,1073,3191,10693,11285,13863,5646,3206,10696,1291,3877,11077,700
2221,360000,1,2,2,28,35564,25173,10633,7217,7364,-7,2086,3017,144,147,0,763
2222,60000,1,2,1,41,47963,81071,41153,42268,32692,30892,2308,3980,2000,2000,2000,2000
2223,510000,2,1,2,35,2115,2116,5560,4535,3488,1116,1117,4560,91,69,1116,2115
2224,210000,2,2,2,43,3577,1003,0,0,0,0,1003,0,0,0,0,150
2225,50000,2,2,1,43,46882,49737,50361,50152,28119,28238,5100,2600,2011,2000,3510,2000
2226,130000,1,3,1,27,500,2000,1354,0,0,2699,2000,1354,0,0,2699,3766
2227,500000,2,1,2,27,17531,27016,10627,680,0,0,26588,10663,680,0,0,2360
2228,50000,1,2,1,37,24801,27600,26858,28209,29108,29980,3200,0,1800,1500,1500,2500
2229,210000,2,2,2,41,165425,169174,171459,177590,180147,184084,8000,6500,9000,7000,7000,7000
2230,80000,2,2,2,22,1812,390,388,1187,263,1913,390,388,1191,263,2259,1815
2231,120000,1,3,1,46,104153,98955,96298,90570,89442,92756,4500,4400,4040,3100,6600,3500
2232,20000,2,2,1,50,390,780,390,549,1320,780,780,0,549,1320,0,0
2233,180000,2,1,2,25,23800,1246,3430,8430,92925,88283,1246,3430,5000,92925,5000,5000
2234,260000,2,2,1,38,191160,194522,190339,186688,177785,165789,8357,7200,6500,6000,6000,6400
2235,20000,1,3,2,24,16973,17984,18748,19627,19624,19652,1600,1357,1236,623,653,673
2236,200000,2,1,2,27,11912,19196,11938,15972,17952,5925,14443,4938,5972,7952,2925,1718
2237,500000,2,2,1,38,9889,24911,71852,18155,32201,39668,24920,50290,5002,15001,17028,778
2238,60000,1,2,2,45,59475,60423,59674,29411,27730,26638,2500,1509,1000,1000,2000,1500
2239,60000,2,2,1,48,56899,58032,59624,58124,58852,58872,2080,2530,1865,1445,293,1545
2240,240000,2,1,1,38,107425,109678,111948,112626,113988,116315,5500,5500,4000,4700,4300,4500
2241,390000,2,2,1,39,827,827,827,1036,15209,15156,827,827,1036,15000,1000,1000
2242,30000,1,2,2,23,29772,28707,29235,14040,500,22292,0,1600,1000,0,22292,1000
