id,default
4141,0.06
4142,0.362
4143,0.324
4144,0.204
4145,0.308
4146,0.17
4147,0.218
4148,0.516
4149,0.256
4150,0.054
4151,0.274
4152,0.322
4153,0.262
4154,0.158
4155,0.332
4156,0.176
4157,0.14
4158,0.454
4159,0.342
4160,0.306
4161,0.162
4162,0.124
4163,0.362
4164,0.368
4165,0.412
4166,0.572
4167,0.452
4168,0.418
4169,0.37
4170,0.222
4171,0.298
4172,0.344
4173,0.242
4174,0.256
4175,0.126
4176,0.446
4177,0.248
4178,0.268
4179,0.564
4180,0.334
4181,0.21
4182,0.214
4183,0.198
4184,0.246
4185,0.24
4186,0.436
4187,0.558
4188,0.286
4189,0.37
4190,0.284
4191,0.37
4192,0.326
4193,0.094
4194,0.252
4195,0.172
4196,0.522
4197,0.264
4198,0.264
4199,0.21
4200,0.038
4201,0.252
4202,0.166
4203,0.206
4204,0.666
4205,0.614
4206,0.406
4207,0.546
4208,0.146
4209,0.184
4210,0.512
4211,0.458
4212,0.402
4213,0.462
4214,0.452
4215,0.388
4216,0.204
4217,0.124
4218,0.344
4219,0.282
4220,0.618
4221,0.274
4222,0.342
4223,0.194
4224,0.1
4225,0.274
4226,0.236
4227,0.13
4228,0.518
4229,0.358
4230,0.25
4231,0.048
4232,0.314
4233,0.258
4234,0.166
4235,0.29
4236,0.176
4237,0.482
4238,0.332
4239,0.122
4240,0.326
4241,0.318
4242,0.648
4243,0.25
4244,0.25
4245,0.484
4246,0.23
4247,0.35
4248,0.44
4249,0.27
4250,0.248
4251,0.362
4252,0.174
4253,0.318
4254,0.234
4255,0.202
4256,0.168
4257,0.332
4258,0.038
4259,0.31
4260,0.34
4261,0.634
4262,0.428
4263,0.062
4264,0.252
4265,0.15
4266,0.288
4267,0.26
4268,0.464
4269,0.452
4270,0.416
4271,0.402
4272,0.226
4273,0.26
4274,0.39
4275,0.518
4276,0.24
4277,0.27
4278,0.424
4279,0.132
4280,0.314
4281,0.378
4282,0.318
4283,0.364
4284,0.24
4285,0.66
4286,0.058
4287,0.134
4288,0.43
4289,0.598
4290,0.39
4291,0.512
4292,0.108
4293,0.426
4294,0.356
4295,0.606
4296,0.188
4297,0.36
4298,0.31
4299,0.16
4300,0.442
4301,0.474
4302,0.17
4303,0.34
4304,0.4
4305,0.542
4306,0.19
4307,0.344
4308,0.71
4309,0.248
4310,0.21
4311,0.16
4312,0.302
4313,0.468
4314,0.564
4315,0.426
4316,0.206
4317,0.068
4318,0.43
4319,0.23
4320,0.62
4321,0.342
4322,0.098
4323,0.144
4324,0.062
4325,0.186
4326,0.29
